date_id,date,year,month,day,day_of_the_week,quarter
1507,2017-11-25,2017,11,25,Saturday,Q4
1508,2017-11-26,2017,11,26,Sunday,Q4
1509,2017-11-27,2017,11,27,Monday,Q4
1510,2017-11-28,2017,11,28,Tuesday,Q4
1511,2017-11-29,2017,11,29,Wednesday,Q4
1512,2017-11-30,2017,11,30,Thursday,Q4
1513,2017-12-01,2017,12,01,Friday,Q4
1514,2017-12-02,2017,12,02,Saturday,Q4
1515,2017-12-03,2017,12,03,Sunday,Q4
1516,2017-12-04,2017,12,04,Monday,Q4
1517,2017-12-05,2017,12,05,Tuesday,Q4
1518,2017-12-06,2017,12,06,Wednesday,Q4
1519,2017-12-07,2017,12,07,Thursday,Q4
1520,2017-12-08,2017,12,08,Friday,Q4
1521,2017-12-09,2017,12,09,Saturday,Q4
1522,2017-12-10,2017,12,10,Sunday,Q4
1523,2017-12-11,2017,12,11,Monday,Q4
1524,2017-12-12,2017,12,12,Tuesday,Q4
1525,2017-12-13,2017,12,13,Wednesday,Q4
1526,2017-12-14,2017,12,14,Thursday,Q4
1527,2017-12-15,2017,12,15,Friday,Q4
1528,2017-12-16,2017,12,16,Saturday,Q4
1529,2017-12-17,2017,12,17,Sunday,Q4
1530,2017-12-18,2017,12,18,Monday,Q4
1531,2017-12-19,2017,12,19,Tuesday,Q4
1532,2017-12-20,2017,12,20,Wednesday,Q4
1533,2017-12-21,2017,12,21,Thursday,Q4
1534,2017-12-22,2017,12,22,Friday,Q4
1535,2017-12-23,2017,12,23,Saturday,Q4
1536,2017-12-24,2017,12,24,Sunday,Q4
1537,2017-12-25,2017,12,25,Monday,Q4
1538,2017-12-26,2017,12,26,Tuesday,Q4
1539,2017-12-27,2017,12,27,Wednesday,Q4
1540,2017-12-28,2017,12,28,Thursday,Q4
1541,2017-12-29,2017,12,29,Friday,Q4
1542,2017-12-30,2017,12,30,Saturday,Q4
1543,2017-12-31,2017,12,31,Sunday,Q4
1544,2018-01-01,2018,01,01,Monday,Q1
1545,2018-01-02,2018,01,02,Tuesday,Q1
1546,2018-01-03,2018,01,03,Wednesday,Q1
1547,2018-01-04,2018,01,04,Thursday,Q1
1548,2018-01-05,2018,01,05,Friday,Q1
1549,2018-01-06,2018,01,06,Saturday,Q1
1550,2018-01-07,2018,01,07,Sunday,Q1
1551,2018-01-08,2018,01,08,Monday,Q1
1552,2018-01-09,2018,01,09,Tuesday,Q1
1553,2018-01-10,2018,01,10,Wednesday,Q1
1554,2018-01-11,2018,01,11,Thursday,Q1
1555,2018-01-12,2018,01,12,Friday,Q1
1556,2018-01-13,2018,01,13,Saturday,Q1
1557,2018-01-14,2018,01,14,Sunday,Q1
1558,2018-01-15,2018,01,15,Monday,Q1
1559,2018-01-16,2018,01,16,Tuesday,Q1
1560,2018-01-17,2018,01,17,Wednesday,Q1
1561,2018-01-18,2018,01,18,Thursday,Q1
1562,2018-01-19,2018,01,19,Friday,Q1
1563,2018-01-20,2018,01,20,Saturday,Q1
1564,2018-01-21,2018,01,21,Sunday,Q1
1565,2018-01-22,2018,01,22,Monday,Q1
1566,2018-01-23,2018,01,23,Tuesday,Q1
1567,2018-01-24,2018,01,24,Wednesday,Q1
1568,2018-01-25,2018,01,25,Thursday,Q1
1569,2018-01-26,2018,01,26,Friday,Q1
1570,2018-01-27,2018,01,27,Saturday,Q1
1571,2018-01-28,2018,01,28,Sunday,Q1
1572,2018-01-29,2018,01,29,Monday,Q1
1573,2018-01-30,2018,01,30,Tuesday,Q1
1574,2018-01-31,2018,01,31,Wednesday,Q1
1575,2018-02-01,2018,02,01,Thursday,Q1
1576,2018-02-02,2018,02,02,Friday,Q1
1577,2018-02-03,2018,02,03,Saturday,Q1
1578,2018-02-04,2018,02,04,Sunday,Q1
1579,2018-02-05,2018,02,05,Monday,Q1
1580,2018-02-06,2018,02,06,Tuesday,Q1
1581,2018-02-07,2018,02,07,Wednesday,Q1
1582,2018-02-08,2018,02,08,Thursday,Q1
1583,2018-02-09,2018,02,09,Friday,Q1
1584,2018-02-10,2018,02,10,Saturday,Q1
1585,2018-02-11,2018,02,11,Sunday,Q1
1586,2018-02-12,2018,02,12,Monday,Q1
1587,2018-02-13,2018,02,13,Tuesday,Q1
1588,2018-02-14,2018,02,14,Wednesday,Q1
1589,2018-02-15,2018,02,15,Thursday,Q1
1590,2018-02-16,2018,02,16,Friday,Q1
1591,2018-02-17,2018,02,17,Saturday,Q1
1592,2018-02-18,2018,02,18,Sunday,Q1
1593,2018-02-19,2018,02,19,Monday,Q1
1594,2018-02-20,2018,02,20,Tuesday,Q1
1595,2018-02-21,2018,02,21,Wednesday,Q1
1596,2018-02-22,2018,02,22,Thursday,Q1
1597,2018-02-23,2018,02,23,Friday,Q1
1598,2018-02-24,2018,02,24,Saturday,Q1
1599,2018-02-25,2018,02,25,Sunday,Q1
1600,2018-02-26,2018,02,26,Monday,Q1
1601,2018-02-27,2018,02,27,Tuesday,Q1
1602,2018-02-28,2018,02,28,Wednesday,Q1
1603,2018-03-01,2018,03,01,Thursday,Q1
1604,2018-03-02,2018,03,02,Friday,Q1
1605,2018-03-03,2018,03,03,Saturday,Q1
1606,2018-03-04,2018,03,04,Sunday,Q1
1607,2018-03-05,2018,03,05,Monday,Q1
1608,2018-03-06,2018,03,06,Tuesday,Q1
1609,2018-03-07,2018,03,07,Wednesday,Q1
1610,2018-03-08,2018,03,08,Thursday,Q1
1611,2018-03-09,2018,03,09,Friday,Q1
1612,2018-03-10,2018,03,10,Saturday,Q1
1613,2018-03-11,2018,03,11,Sunday,Q1
1614,2018-03-12,2018,03,12,Monday,Q1
1615,2018-03-13,2018,03,13,Tuesday,Q1
1616,2018-03-14,2018,03,14,Wednesday,Q1
1617,2018-03-15,2018,03,15,Thursday,Q1
1618,2018-03-16,2018,03,16,Friday,Q1
1619,2018-03-17,2018,03,17,Saturday,Q1
1620,2018-03-18,2018,03,18,Sunday,Q1
1621,2018-03-19,2018,03,19,Monday,Q1
1622,2018-03-20,2018,03,20,Tuesday,Q1
1623,2018-03-21,2018,03,21,Wednesday,Q1
1624,2018-03-22,2018,03,22,Thursday,Q1
1625,2018-03-23,2018,03,23,Friday,Q1
1626,2018-03-24,2018,03,24,Saturday,Q1
1627,2018-03-25,2018,03,25,Sunday,Q1
1628,2018-03-26,2018,03,26,Monday,Q1
1629,2018-03-27,2018,03,27,Tuesday,Q1
1630,2018-03-28,2018,03,28,Wednesday,Q1
1631,2018-03-29,2018,03,29,Thursday,Q1
1632,2018-03-30,2018,03,30,Friday,Q1
1633,2018-03-31,2018,03,31,Saturday,Q1
