latitude,longitude
62.9049,-164.337
44.5028,-73.1965
42.0864,-76.827
25.8788,-80.126
20.8332,-156.289
40.9256,-72.6969
42.6444,-71.3105
42.4117,-82.9691
27.9816,-82.4349
42.3276,-71.0706
40.0298,-123.584
39.8952,-75.1241
40.0316,-76.3108
42.0932,-72.5619
33.7238,-83.4223
33.5939,-78.983
47.7991,-103.307
32.4456,-86.6535
38.6352,-90.224
35.3767,-106.136
30.1624,-85.6532
34.6022,-86.9684
42.6982,-73.6975
43.4059,-84.0134
38.007,-84.4319
38.832,-104.758
46.2094,-119.152
42.1214,-79.2413
41.8732,-71.3893
32.8589,-79.9869
41.8583,-86.2435
41.4089,-81.5273
41.073,-112.026
43.2431,-91.4435
40.7801,-124.187
40.7989,-74.0099
39.1019,-84.5133
42.5242,-89.0733
40.2212,-74.746
40.9583,-75.9747
35.1153,-106.702
34.5293,-82.5086
42.2569,-84.752
42.2031,-72.6103
38.529,-92.1565
47.6611,-117.432
29.9559,-90.0673
41.8546,-87.7274
35.5495,-82.5254
41.4237,-81.7193
42.0832,-71.023
30.0299,-90.0252
33.5877,-111.996
40.2823,-76.8939
45.5043,-122.514
36.7381,-119.759
39.6572,-74.8625
33.4498,-81.1262
41.2277,-80.7961
27.8464,-80.4882
47.5208,-122.269
45.445,-122.544
40.7837,-81.3675
47.6138,-122.332
41.0754,-81.5195
43.3979,-83.9297
27.9471,-82.4596
35.2614,-80.84
42.3645,-122.856
47.6187,-122.201
42.0922,-86.0744
40.2006,-84.7863
40.0289,-76.1673
34.1924,-85.127
38.6778,-121.176
47.6147,-122.345
46.7357,-117.174
41.3214,-72.9493
33.8694,-84.3494
32.2994,-80.9421
28.5356,-82.2759
43.1191,-89.2978
40.9576,-73.8318
42.0971,-71.0237
59.8298,-151.815
40.8181,-96.7109
40.7918,-72.8648
34.5293,-117.226
39.7598,-75.5387
42.9003,-78.8895
47.2206,-122.479
44.8414,-69.3935
38.8235,-97.607
43.0869,-75.2191
44.0606,-92.4927
39.3613,-74.4403
41.506,-72.0762
33.1773,-117.367
35.2445,-80.8576
41.5209,-81.5941
36.746,-108.175
39.1118,-84.6122
38.4865,-80.4059
40.6778,-73.9528
39.16,-75.5233
41.903,-87.6871
43.1739,-77.6179
36.7432,-119.819
42.2828,-85.562
36.7734,-119.728
41.3168,-74.1699
42.2895,-71.0882
27.2498,-80.3814
40.7314,-74.174
44.1145,-72.5398
29.4179,-98.6632
43.5071,-71.6143
39.9601,-76.7337
45.7841,-108.556
36.0971,-79.4142
33.4952,-112.009
36.1647,-86.816
33.6391,-81.5568
43.5402,-96.7237
36.7418,-119.774
32.6662,-97.421
33.6845,-84.1994
42.4591,-71.3307
42.3125,-71.0719
37.4392,-79.9037
36.7896,-119.788
41.8088,-87.6603
28.5421,-81.3751
38.6812,-90.2732
40.7077,-74.0908
27.2714,-80.837
42.1102,-71.8357
25.778,-80.1939
47.7066,-117.403
37.9258,-84.2926
42.2479,-71.8206
42.6495,-71.3031
39.2741,-84.5596
36.7468,-119.773
41.5929,-87.3564
38.9344,-104.677
41.5024,-74.0133
40.7089,-73.8186
42.6971,-83.2455
40.6186,-74.08
40.6236,-74.0826
40.8932,-74.0117
40.7472,-73.9934
43.1443,-78.9239
38.5026,-90.6279
41.7682,-72.6971
39.1444,-84.4909
30.0802,-94.1266
36.1403,-86.8569
34.1507,-118.121
42.6487,-84.5678
47.8884,-117.41
39.05,-92.3491
30.5227,-90.3455
43.0349,-83.6975
39.6736,-83.9365
41.7471,-72.6832
42.0836,-72.549
39.8257,-84.8835
42.307,-71.0756
34.5211,-85.6846
29.9569,-90.0686
41.6226,-87.6608
40.6802,-73.8838
45.7705,-108.499
38.0794,-78.8979
41.7547,-72.7063
40.2097,-74.7595
40.2289,-74.7871
34.0822,-117.956
38.2568,-104.618
42.0548,-72.7704
46.8837,-92.0903
38.5851,-75.5723
30.5399,-89.1161
42.4305,-83.0759
43.0891,-75.2122
42.2736,-71.7733
41.2226,-80.7978
36.1622,-86.7761
38.7314,-90.1096
45.8474,-108.713
42.0728,-71.0213
42.1155,-72.5614
36.9969,-89.1681
42.0888,-72.5617
41.616,-70.9263
40.6847,-89.6135
35.7345,-81.3445
45.5729,-122.653
42.4371,-82.986
42.0274,-77.6564
32.2582,-90.2135
28.1336,-82.7784
26.3605,-80.1746
34.9952,-78.9099
44.1752,-84.6702
41.5027,-87.2593
35.0937,-106.502
40.1164,-88.2434
40.6339,-80.0506
40.6819,-73.9272
42.9711,-77.8558
42.9432,-72.2812
34.1485,-119.181
42.2561,-71.773
34.9861,-81.9423
45.5041,-122.531
40.9045,-74.1457
47.3809,-122.235
41.7764,-72.6765
41.2998,-96.0814
29.4251,-98.4611
37.0844,-84.0261
39.9394,-91.4053
37.8362,-87.59
42.919,-78.8002
32.8467,-104.414
38.9596,-92.3421
40.6936,-89.589
61.6533,-149.9
30.474,-91.0826
39.762,-86.1056
42.3249,-71.0787
47.6062,-122.332
30.4472,-86.629
42.9992,-87.9189
38.1304,-122.252
33.7625,-79.1403
37.9716,-87.5711
45.5223,-122.496
41.6584,-70.1286
41.7997,-87.6437
35.0602,-89.6801
42.9936,-71.4505
43.4185,-83.9241
30.4799,-95.7551
40.6698,-73.9583
41.8354,-87.8293
38.4526,-91.0167
30.9038,-84.5755
34.9401,-83.7428
29.6111,-89.8685
41.8772,-71.3543
41.4535,-81.5329
30.2202,-97.7499
39.7589,-84.1916
42.8938,-78.8271
45.9536,-122.599
39.9445,-83.0572
35.1565,-81.2812
48.2131,-101.283
44.3976,-122.741
39.8334,-86.0102
30.3139,-81.6956
38.3228,-91.2465
42.6452,-84.5236
40.6613,-111.844
41.7014,-73.9207
40.8559,-73.9289
28.0419,-81.9172
45.4328,-122.859
32.5939,-83.6552
27.7227,-97.3792
28.0124,-80.6494
37.7053,-122.159
41.6038,-93.6317
37.2917,-120.474
45.5826,-122.353
43.05,-87.9452
33.5741,-86.7817
28.5149,-81.3098
39.6843,-75.5484
34.0624,-117.748
40.192,-85.3749
38.3637,-81.6509
44.3969,-122.447
31.8031,-106.289
41.8115,-111.559
41.6791,-86.2536
41.3718,-82.1073
40.1896,-85.2955
42.6041,-82.88
39.7852,-89.6248
42.7677,-77.452
37.0982,-84.5971
30.9014,-84.2057
47.6795,-117.425
36.1511,-95.9945
42.91,-78.8203
41.5402,-87.3427
36.218,-119.352
30.4612,-88.1237
43.0023,-83.6441
40.2242,-74.7451
42.257,-71.7958
39.3242,-76.4335
39.1784,-75.527
40.6415,-73.9594
43.0527,-83.6544
41.0955,-81.5438
34.056,-81.1741
39.43,-76.3023
30.4502,-87.2588
37.4893,-77.4842
40.6966,-111.987
41.098,-80.6474
39.9413,-83.8218
42.945,-72.276
36.8014,-76.348
41.2739,-75.891
37.6544,-113.086
42.965,-78.7403
42.2636,-71.8112
33.815,-84.4465
40.7076,-112.106
33.8602,-89.3113
40.2506,-76.8535
41.9556,-87.7154
39.3914,-87.6936
40.2734,-76.7337
38.8897,-76.9319
41.7598,-87.6336
43.1402,-77.6359
40.0365,-76.5051
43.9786,-71.1226
41.4628,-74.4149
41.8228,-71.3413
41.7976,-87.7674
42.3782,-122.919
42.2445,-71.7949
29.4654,-95.0384
43.0249,-89.2801
33.6801,-116.16
40.7809,-87.7361
36.6551,-121.658
39.6255,-86.1226
30.9179,-90.1592
43.1718,-76.0945
41.5322,-90.5844
39.458,-77.9719
33.9773,-83.3641
41.9733,-87.6578
26.0032,-80.1429
42.242,-83.5853
45.5521,-122.671
33.9611,-83.3753
42.9164,-78.8017
46.7879,-92.097
45.5191,-122.562
41.524,-72.0834
40.6904,-74.1774
33.7155,-78.9787
43.0932,-78.9722
38.687,-90.1539
39.0533,-95.6717
33.6564,-84.0037
40.4669,-80.025
33.0365,-85.0242
34.622,-83.2573
40.7207,-74.0867
43.4458,-83.9079
42.3336,-122.882
42.4539,-73.2905
33.9493,-83.4064
42.3121,-122.855
42.2036,-122.725
29.3747,-98.4216
39.3421,-76.6652
35.998,-84.2582
36.4207,-100.16
43.0404,-76.1638
40.7783,-82.5041
42.2105,-72.6138
32.4125,-86.9905
48.0631,-122.154
41.7872,-87.7234
38.8535,-104.72
46.8413,-92.2206
42.9078,-78.8881
30.1976,-95.7046
41.5486,-90.5719
34.7962,-96.6457
41.2282,-95.8514
33.6982,-84.3935
42.0876,-72.5612
40.6915,-111.847
33.725,-84.3881
40.9047,-74.169
40.6118,-75.4763
41.1949,-73.1989
45.523,-122.674
41.4998,-81.6904
47.6015,-117.675
29.2021,-81.0362
41.2248,-75.8948
40.4018,-86.8691
40.9075,-72.4084
42.9742,-85.6446
42.113,-72.6114
37.7807,-122.417
30.3133,-81.6923
30.326,-81.4815
37.2155,-93.2952
38.8019,-104.761
33.5987,-112.257
37.7524,-122.163
38.9951,-76.3046
42.111,-91.2893
41.467,-81.7532
31.6186,-94.6834
35.618,-118.473
40.78,-81.5011
39.5964,-119.764
29.747,-95.4047
40.7171,-89.6011
35.7109,-118.562
32.7497,-97.0974
36.0368,-89.3933
41.6468,-85.9353
40.6499,-73.967
37.3905,-86.7149
39.8835,-86.0654
42.7846,-71.0705
40.8255,-74.0755
41.7012,-73.924
21.3063,-157.84
45.4629,-122.898
36.8131,-119.765
42.4199,-83.1802
34.1244,-117.2
42.9515,-78.8544
42.6453,-95.1958
38.9269,-77.026
39.4623,-88.3644
39.0929,-94.4199
42.1272,-72.529
29.594,-90.692
30.3358,-81.7646
41.3911,-73.4544
36.8883,-76.3082
40.7072,-73.793
41.2396,-75.8962
30.2521,-81.7759
35.3467,-119.039
37.3674,-121.987
37.9021,-84.5958
39.8957,-79.7177
42.4635,-70.9453
39.369,-76.5501
45.6673,-122.523
42.5606,-114.535
41.7443,-72.6776
38.2705,-81.8073
41.039,-73.7751
42.9776,-87.9094
26.0033,-80.3855
42.1128,-72.6118
43.0367,-76.1562
42.5933,-76.4178
32.5275,-83.5688
42.3152,-71.0947
48.1686,-103.615
42.3207,-71.0714
47.253,-122.452
41.7004,-73.9172
36.8442,-119.883
32.824,-83.6669
39.7729,-86.123
38.3565,-81.6159
37.3672,-81.1144
44.9693,-93.1179
40.4116,-104.689
36.0886,-119.559
39.3486,-76.6782
34.242,-77.9372
42.5967,-76.1629
40.4208,-78.4053
39.2966,-76.6262
42.3551,-71.0607
36.2342,-88.0873
44.1934,-72.5177
38.707,-77.2622
40.4095,-75.7293
39.6746,-75.6812
33.9388,-118.129
40.4926,-74.4774
34.163,-84.3107
39.2776,-80.3407
38.0231,-78.4857
37.9939,-84.4569
29.9748,-90.0372
43.1791,-77.6015
39.7391,-84.2221
41.792,-72.6605
43.1335,-77.6479
37.7914,-121.893
43.1379,-70.6959
41.2596,-75.858
39.9892,-75.0967
44.9871,-93.2787
41.4793,-74.3769
40.7004,-74.0836
39.9291,-75.1046
35.359,-77.991
41.9749,-91.6882
39.022,-94.5798
43.2176,-77.4
38.9684,-76.5184
31.5823,-84.0761
29.469,-98.5285
43.4776,-89.7339
42.4551,-83.1131
38.39,-81.8367
36.1381,-95.8777
42.2083,-72.606
42.9128,-71.9404
37.2704,-79.793
31.5664,-84.1692
42.8469,-78.1482
41.3096,-96.1133
45.6442,-122.534
35.1898,-101.816
47.6632,-117.38
30.7128,-95.5385
37.7267,-89.2029
43.7154,-98.0339
38.6983,-90.4668
43.099,-87.9437
32.5239,-92.1076
47.8864,-122.24
42.3302,-122.874
42.246,-75.8267
42.0912,-72.55
33.7998,-84.514
42.9783,-71.4764
36.1735,-95.9533
42.2931,-71.075
33.8574,-84.8367
44.0817,-103.216
29.4269,-98.5025
39.1381,-86.5053
48.1009,-114.524
29.4059,-98.4633
29.9553,-90.1814
46.368,-94.1745
42.356,-71.0618
36.4351,-99.3787
29.3663,-98.4417
35.6018,-89.7036
36.2009,-86.8238
37.2021,-93.3401
38.341,-81.7462
41.0555,-73.5384
36.1478,-95.971
41.7911,-72.5298
29.5533,-81.2302
41.5643,-90.5975
26.3682,-80.0876
39.6227,-111.633
36.7387,-108.192
39.9474,-75.1681
41.1508,-104.736
33.2973,-111.83
38.7246,-89.8827
41.8418,-73.967
30.5206,-95.6409
39.2946,-76.6745
36.1172,-115.95
38.9235,-79.8523
40.8784,-73.9705
39.3381,-76.6679
29.791,-95.3731
44.7746,-88.6013
42.4493,-73.2466
27.8006,-97.3964
39.8527,-104.973
40.2891,-111.691
39.1582,-75.5244
41.5695,-93.7428
42.4878,-89.0185
41.1819,-83.421
34.1676,-118.373
30.1399,-94.1571
42.2189,-89.0393
42.077,-71.0357
38.2663,-85.8064
63.3438,-143.098
41.3258,-75.7894
35.1165,-106.604
38.6212,-76.9118
30.3293,-90.9939
42.6969,-74.9311
41.5875,-87.3184
42.3029,-71.4495
37.7223,-89.8725
36.0114,-84.2873
41.5255,-87.3191
35.7688,-80.2308
33.5341,-101.858
30.4693,-88.7658
64.834,-147.712
43.1644,-77.5843
43.2778,-86.2085
35.3838,-119.019
41.8743,-103.66
40.3145,-79.371
41.8445,-87.6172
42.5072,-89.0431
34.2333,-77.9229
39.798,-84.2556
42.267,-89.0822
44.6206,-123.073
43.066,-87.9375
37.3856,-79.0716
34.183,-79.3905
38.0742,-85.6801
45.5356,-122.691
29.5188,-98.564
33.6654,-95.5515
42.2979,-89.1198
42.8837,-85.6603
36.7593,-119.721
39.9254,-76.198
61.1888,-150.014
41.2367,-95.8737
39.1578,-75.5368
43.0968,-75.2437
31.9733,-84.1419
43.0421,-76.1235
40.8443,-73.9337
29.9535,-90.0705
39.1582,-75.4982
29.9557,-90.068
32.044,-81.107
42.4946,-92.3545
41.4129,-81.553
35.0669,-98.2383
39.7682,-94.8426
41.7655,-72.6987
42.1286,-72.5835
43.0959,-79.0439
37.9577,-121.291
36.3291,-119.644
36.1892,-115.265
47.5639,-122.288
42.5035,-92.4089
43.6123,-72.9835
38.8184,-104.768
41.8425,-87.7221
30.6965,-88.044
30.6141,-96.323
41.9023,-87.7484
40.4189,-86.8259
40.0419,-84.2053
34.0337,-83.7741
40.2241,-74.773
32.377,-104.228
42.0928,-72.0219
33.4386,-112.096
27.4456,-99.4599
40.2221,-74.7336
61.4278,-149.787
41.6942,-71.5267
39.3973,-75.0385
40.9174,-81.1
29.4202,-98.4037
38.2472,-85.7952
38.3393,-77.0538
36.2063,-119.365
38.6697,-77.3524
41.7808,-72.6884
30.8327,-83.2752
41.3292,-72.9686
42.0496,-71.0172
41.2235,-73.1774
40.7789,-81.3868
41.889,-87.6417
40.8649,-96.6233
32.5067,-84.9534
37.9757,-87.4926
36.9185,-121.784
47.6584,-122.313
33.423,-112.23
40.3005,-74.0052
39.5092,-121.57
37.3911,-86.868
33.594,-112.104
44.8123,-73.0847
40.9263,-74.1748
42.2697,-71.1485
39.3472,-76.6719
40.4385,-79.8722
39.1082,-84.5656
29.9714,-90.0607
41.9071,-87.9023
39.0964,-76.8008
39.5099,-76.1838
41.9429,-72.0744
41.3111,-72.8727
37.9959,-121.839
38.9039,-104.774
41.1715,-73.1695
40.3031,-81.9124
36.7458,-119.799
41.0636,-94.3697
34.1647,-117.289
35.379,-80.6538
40.7893,-96.6618
41.6042,-73.9893
44.9995,-122.775
36.7933,-83.2546
40.0259,-76.3189
42.3036,-70.9118
41.6376,-70.9452
37.696,-97.4576
33.4983,-112.216
41.9297,-87.7392
40.8717,-124.087
40.6638,-73.6596
40.4552,-80.0524
44.6586,-70.1234
40.1499,-79.5444
39.5343,-82.4114
33.7584,-84.3822
26.1209,-80.2019
27.5311,-99.4457
29.4249,-95.2612
33.1959,-117.379
37.3611,-81.1258
34.2936,-118.454
40.1794,-122.245
30.7263,-95.5458
37.9869,-121.285
36.2397,-86.6795
42.4606,-83.1343
42.9463,-78.8177
42.5437,-90.6779
31.1677,-81.5493
41.6115,-84.9818
39.3649,-76.6077
37.6872,-97.3301
41.263,-85.8447
38.824,-77.0032
42.2787,-71.4081
40.3107,-124.242
62.3163,-150.232
33.5006,-112.178
41.9465,-87.7275
29.9709,-97.8663
43.2213,-86.2244
47.1487,-119.284
41.6479,-70.9287
43.0351,-83.4947
39.3464,-76.6806
40.7061,-74.0621
41.6087,-70.9172
45.6618,-122.581
44.9512,-69.4184
38.1912,-85.7876
29.9332,-90.0741
40.6763,-73.9294
42.891,-78.8325
30.174,-85.6517
43.1733,-77.6075
45.5465,-122.565
40.0341,-76.3017
35.2364,-101.849
42.3278,-71.0775
44.9461,-93.0557
45.4864,-122.579
43.1447,-95.138
42.0947,-72.5657
42.1255,-123.575
39.9659,-76.7367
36.1583,-95.9335
41.9603,-74.0567
40.5333,-86.8795
35.9273,-89.9141
42.1051,-72.5914
41.6255,-70.9393
41.6394,-71.0259
39.8592,-76.6172
43.0911,-75.2286
41.7945,-87.648
41.6138,-87.2697
39.308,-76.6466
43.3152,-88.8438
45.5066,-122.617
42.371,-83.4845
35.9342,-78.8918
33.1493,-117.172
41.7947,-72.7176
42.2816,-71.0907
29.6407,-82.3997
29.6632,-82.2919
41.8334,-71.4241
29.7979,-95.4849
58.2827,-134.411
36.7811,-119.692
32.5306,-92.6398
38.8256,-104.846
40.73,-73.4991
41.2081,-111.968
36.6234,-119.773
41.5189,-74.0354
36.7485,-119.694
39.3241,-76.5739
36.5333,-82.5285
42.9065,-112.582
41.1917,-73.1599
38.017,-121.889
39.0944,-96.8866
39.7249,-87.3311
42.4958,-92.3266
40.5465,-74.1415
38.2346,-85.7416
40.7994,-76.862
34.4056,-117.3
42.2564,-71.7961
40.6237,-111.919
35.9715,-83.9371
30.3971,-86.5999
39.8668,-74.1679
42.2553,-83.1462
39.2812,-76.6849
35.1651,-89.9891
33.7116,-78.9529
39.0516,-95.655
38.1836,-85.7878
41.0341,-73.5488
34.9366,-81.9923
64.8827,-147.207
39.6361,-106.524
35.193,-80.8263
39.7431,-75.5444
47.6749,-117.428
43.0506,-78.445
38.4808,-90.8504
43.8142,-111.804
42.8964,-78.8833
39.6367,-77.0053
33.5663,-111.708
40.2077,-76.96
40.3806,-79.9797
32.7485,-93.9895
31.3357,-89.2915
34.9432,-120.443
45.0006,-93.3082
28.9035,-81.2565
40.7011,-73.9134
43.3984,-83.8957
35.1687,-89.9907
41.884,-71.3868
30.0483,-95.5937
41.4917,-79.4565
36.3711,-105.567
42.0847,-76.8224
35.0826,-89.9492
35.0364,-90.104
42.9865,-71.458
39.8371,-77.9036
42.3552,-71.0629
32.4746,-99.7348
37.7068,-122.128
36.1447,-115.083
36.2456,-86.716
41.8901,-87.6242
38.0003,-122.303
35.0861,-89.8884
30.175,-85.6524
39.4796,-87.415
21.4177,-158.177
38.8498,-104.757
38.5925,-90.2339
39.772,-84.137
30.7955,-85.2117
42.9085,-78.8596
41.4271,-82.749
42.2807,-71.0833
44.3024,-96.7893
44.7138,-123.012
40.6409,-73.9485
36.0412,-80.2032
32.5546,-84.9578
35.8985,-106.0
42.679,-91.9178
42.8634,-86.1785
40.0438,-75.1438
41.778,-87.6408
42.2604,-89.0837
41.6781,-71.1801
27.302,-80.3397
39.7837,-84.2361
42.6618,-73.7632
47.5243,-122.278
44.4757,-73.2108
41.0669,-80.6125
45.5084,-122.635
30.2237,-93.2052
40.2241,-74.74
20.8936,-156.438
39.7623,-86.1583
29.8465,-90.0559
39.7583,-89.6797
44.0273,-121.311
35.247,-101.795
40.7742,-124.187
42.2996,-71.083
41.3553,-72.1137
34.8437,-83.1374
44.2702,-123.171
40.4128,-79.9434
42.9248,-78.797
29.6962,-98.1106
41.901,-87.7204
39.262,-89.1859
38.8471,-104.753
43.2,-78.4187
37.8622,-122.293
37.2026,-113.268
30.4441,-91.1557
37.7262,-97.3396
40.0371,-122.182
29.4225,-98.4985
39.7456,-104.998
39.7573,-84.1844
37.9841,-87.5749
40.7205,-74.1785
42.9329,-70.8207
46.6502,-114.062
31.8581,-102.37
42.9742,-78.075
47.0396,-122.892
41.6493,-87.4452
27.7452,-97.4213
46.9972,-122.909
29.5857,-81.2369
33.4871,-112.236
32.4752,-85.0524
43.2705,-70.9896
36.8027,-119.79
30.6772,-88.0523
39.3692,-74.4265
42.3127,-71.403
39.3178,-76.6476
35.0197,-89.9425
41.1295,-80.6772
41.6555,-83.5804
25.7789,-80.198
42.4653,-70.9642
38.7481,-89.6711
39.5228,-85.7732
31.5384,-91.2118
42.729,-70.8842
27.4612,-80.3488
43.5008,-111.999
30.0659,-90.4876
38.8945,-81.1739
30.0431,-95.4898
46.2885,-84.2108
39.427,-84.5975
41.3089,-72.8973
46.7142,-92.5122
38.8156,-104.78
45.3209,-111.735
36.0509,-115.061
28.9096,-81.2197
42.1562,-83.6494
34.298,-85.1628
39.3059,-76.6442
44.9962,-101.235
39.2953,-76.568
42.0287,-88.2955
37.8298,-92.7491
38.9553,-92.3365
42.6376,-71.3201
36.0608,-95.9133
36.7505,-119.798
33.4852,-86.8981
29.567,-81.2448
35.0415,-90.0147
31.4202,-100.462
39.1909,-84.4019
32.3719,-111.139
42.1069,-86.423
41.2045,-95.9577
37.7335,-89.2109
42.709,-71.1647
45.4995,-122.55
40.848,-96.7308
41.4922,-81.6566
30.7489,-89.8638
39.3858,-84.5565
39.1605,-75.5491
27.7753,-82.6384
37.6254,-83.6667
38.1703,-92.6223
41.9057,-87.6945
42.3867,-83.2311
44.4339,-69.6469
42.335,-71.0983
40.1739,-85.3506
45.5669,-93.2457
44.9488,-93.0907
37.7293,-122.19
35.0786,-106.549
38.1555,-85.5977
55.555,-133.097
33.9428,-78.7444
37.7019,-122.461
37.683,-97.4331
34.5904,-86.991
41.5901,-87.4823
40.8198,-81.4041
39.2897,-76.6098
40.6906,-73.908
35.1588,-89.9441
26.1037,-80.3671
35.6652,-97.4698
25.8105,-80.1235
35.2097,-80.699
41.7917,-88.2587
40.6952,-73.842
39.7673,-86.1315
36.1854,-84.082
28.8011,-81.2736
35.4306,-79.3073
42.2373,-71.8475
47.5317,-122.27
26.2331,-80.1622
28.0646,-81.8026
38.2866,-77.4895
36.3125,-82.4157
34.6902,-92.3318
39.9591,-75.2313
35.2014,-89.7919
38.2036,-85.8059
41.5919,-87.5102
41.6235,-85.9022
36.9115,-76.2464
36.6864,-121.564
44.4547,-73.7057
44.9812,-93.2725
41.2686,-78.7032
29.9739,-90.0524
38.723,-90.1134
61.1483,-149.922
38.6403,-92.1224
26.6426,-80.1171
40.0287,-83.1434
35.5531,-82.6248
47.6858,-117.428
30.5355,-92.0757
40.2036,-74.7504
38.3818,-77.5429
40.8238,-73.8946
43.4223,-70.6161
35.5551,-82.5272
40.4217,-80.0745
43.022,-83.7218
43.2957,-86.2373
37.6224,-97.363
39.2014,-85.9214
30.76,-86.5806
38.6593,-121.766
42.5134,-92.3562
34.6976,-92.2444
41.868,-88.0627
33.7135,-116.164
39.9648,-76.7122
34.1407,-117.331
38.9642,-76.522
36.7279,-86.306
37.6845,-85.87
